teacher_test_type_acc,teacher_test_severity_acc,teacher_test_type_f1,teacher_test_severity_f1,teacher_test_type_prec,teacher_test_severity_prec,teacher_test_type_rec,teacher_test_severity_rec,teacher_test_type_auc,teacher_test_severity_auc,teacher_test_infer_ms,test_type_acc,test_severity_acc,test_type_f1,test_severity_f1,test_type_prec,test_severity_prec,test_type_rec,test_severity_rec,test_type_auc,test_severity_auc,test_infer_ms,test_type_mcnemar_p,test_type_mcnemar_b,test_type_mcnemar_c,test_type_mcnemar_method,test_severity_mcnemar_p,test_severity_mcnemar_b,test_severity_mcnemar_c,test_severity_mcnemar_method
0.8680851063829788,0.9148936170212766,0.8699762327048559,0.9105716074976247,0.8999887906460253,0.9056462056462057,0.8725439583543804,0.916904696259535,0.9870227599865136,0.9864750191484571,33.051517161917175,0.7659574468085106,0.9191489361702128,0.7554350122269898,0.9232446176740671,0.7722344844844845,0.927595669536251,0.7951420241557708,0.9197536991085378,0.9763737403133292,0.9852974324742935,5.981190661166576,0.00038813090293388086,34,10,exact-binomial,1.0,6,7,exact-binomial
