teacher_test_modality_acc,teacher_test_location_acc,teacher_test_modality_f1,teacher_test_location_f1,teacher_test_modality_prec,teacher_test_location_prec,teacher_test_modality_rec,teacher_test_location_rec,teacher_test_modality_auc,teacher_test_location_auc,teacher_test_infer_ms,test_modality_acc,test_location_acc,test_modality_f1,test_location_f1,test_modality_prec,test_location_prec,test_modality_rec,test_location_rec,test_modality_auc,test_location_auc,test_infer_ms,test_modality_mcnemar_p,test_modality_mcnemar_b,test_modality_mcnemar_c,test_modality_mcnemar_method,test_location_mcnemar_p,test_location_mcnemar_b,test_location_mcnemar_c,test_location_mcnemar_method
0.915,0.775,0.9145191703331239,0.7541246496176074,0.9245524296675192,0.83087008781828,0.915,0.7414012720270743,0.9946,0.9208228781040122,24.775830507278442,0.97,0.86,0.97,0.8426305581235158,0.97,0.8850149850149849,0.97,0.8246957054498774,0.983,0.9570235183392789,7.7173912525177,0.012725830078125,3,14,exact-binomial,0.011507789735333063,12,29,exact-binomial
