teacher_test_modality_acc,teacher_test_location_acc,teacher_test_modality_f1,teacher_test_location_f1,teacher_test_modality_prec,teacher_test_location_prec,teacher_test_modality_rec,teacher_test_location_rec,teacher_test_modality_auc,teacher_test_location_auc,teacher_test_infer_ms,test_modality_acc,test_location_acc,test_modality_f1,test_location_f1,test_modality_prec,test_location_prec,test_modality_rec,test_location_rec,test_modality_auc,test_location_auc,test_infer_ms,test_modality_mcnemar_p,test_modality_mcnemar_b,test_modality_mcnemar_c,test_modality_mcnemar_method,test_location_mcnemar_p,test_location_mcnemar_b,test_location_mcnemar_c,test_location_mcnemar_method
0.915,0.775,0.9145191703331239,0.7541246496176074,0.9245524296675192,0.83087008781828,0.915,0.7414012720270743,0.9946,0.9208228781040122,24.862632751464844,0.94,0.9,0.93999399939994,0.8699733028222731,0.9401760704281713,0.902091377091377,0.94,0.8514912766950635,0.979,0.9561720647023788,9.468530416488647,0.4048728942871094,9,14,exact-binomial,0.00011222142620681552,8,33,exact-binomial
