teacher_test_modality_acc,teacher_test_location_acc,teacher_test_modality_f1,teacher_test_location_f1,teacher_test_modality_prec,teacher_test_location_prec,teacher_test_modality_rec,teacher_test_location_rec,teacher_test_modality_auc,teacher_test_location_auc,teacher_test_infer_ms,test_modality_acc,test_location_acc,test_modality_f1,test_location_f1,test_modality_prec,test_location_prec,test_modality_rec,test_location_rec,test_modality_auc,test_location_auc,test_infer_ms,test_modality_mcnemar_p,test_modality_mcnemar_b,test_modality_mcnemar_c,test_modality_mcnemar_method,test_location_mcnemar_p,test_location_mcnemar_b,test_location_mcnemar_c,test_location_mcnemar_method
0.915,0.775,0.9145191703331239,0.7541246496176074,0.9245524296675192,0.83087008781828,0.915,0.7414012720270743,0.9946,0.9208228781040122,45.91023087501526,0.96,0.845,0.9599639675708138,0.798534634517815,0.9616619831393015,0.7989081711356109,0.96,0.8079579005718287,0.9933,0.9390137604905684,9.479984045028687,0.03515625,3,12,exact-binomial,0.03847730828420026,13,27,exact-binomial
