teacher_test_type_acc,teacher_test_severity_acc,teacher_test_type_f1,teacher_test_severity_f1,teacher_test_type_prec,teacher_test_severity_prec,teacher_test_type_rec,teacher_test_severity_rec,teacher_test_type_auc,teacher_test_severity_auc,teacher_test_infer_ms,test_type_acc,test_severity_acc,test_type_f1,test_severity_f1,test_type_prec,test_severity_prec,test_type_rec,test_severity_rec,test_type_auc,test_severity_auc,test_infer_ms,test_type_mcnemar_p,test_type_mcnemar_b,test_type_mcnemar_c,test_type_mcnemar_method,test_severity_mcnemar_p,test_severity_mcnemar_b,test_severity_mcnemar_c,test_severity_mcnemar_method
0.8680851063829788,0.9148936170212766,0.8699762327048559,0.9105716074976247,0.8999887906460253,0.9056462056462057,0.8725439583543804,0.916904696259535,0.9870227599865136,0.9864750191484571,15.557608705885867,0.8212765957446808,0.9191489361702128,0.7815687118908066,0.9174220393444138,0.8503483980905262,0.9194957774465972,0.7809130627528964,0.9160775664001471,0.9850421700023698,0.983953799149419,5.58588758428046,0.052238985896110535,19,8,exact-binomial,1.0,8,9,exact-binomial
