epoch,train_loss,dev_modality_acc,dev_location_acc,dev_modality_f1,dev_location_f1,dev_modality_prec,dev_location_prec,dev_modality_rec,dev_location_rec,dev_modality_auc,dev_location_auc,dev_infer_ms
1,1.3592407210515096,0.9390862944162437,0.5025380710659898,0.9377370417193427,0.39178757675370346,0.9377370417193427,0.48006459189665296,0.9377370417193427,0.46868474853482356,0.974715549936789,0.8442473121271771,9.495422924835669
2,1.1244994688492556,0.9137055837563451,0.6751269035532995,0.9099948937085114,0.5838527474230799,0.9230004418912947,0.6726891659065573,0.9033923303834808,0.574694470946345,0.9766118836915296,0.9011102003502222,9.829465507855874
3,0.8001180321264726,0.934010152284264,0.583756345177665,0.9326495726495727,0.543458420734364,0.9320378151260504,0.6923498964803313,0.9333122629582806,0.5407623460996774,0.9659713442899283,0.8814725473415734,4.794137732026541
4,0.678367228175585,0.8781725888324873,0.5736040609137056,0.8776397515527949,0.5386605207926023,0.8793814432989691,0.714593040547239,0.8876949009692372,0.5257235018854209,0.9739780868099452,0.8650943001813083,9.641851870541645
5,0.5329076749845766,0.8121827411167513,0.6852791878172588,0.8112293787066531,0.6460420606814564,0.8125644197072768,0.6633398768022744,0.819479561736199,0.6395134251056291,0.9436367467340918,0.8918067771959711,9.39117954467154
6,0.47123383479909253,0.8781725888324873,0.7258883248730964,0.8777915632754343,0.700346707007335,0.8812693498452012,0.7564745898359344,0.8892225031605563,0.6739857344055246,0.9849346818373366,0.9024722361179578,9.239197987590344
7,0.36464955077434963,0.817258883248731,0.6040609137055838,0.8171410891089108,0.6166808566808567,0.8274032459425718,0.7602240896358543,0.8315423514538559,0.6129339875516788,0.871786767804467,0.8499432172228903,4.841557614089269
8,0.32312902892366624,0.8375634517766497,0.6192893401015228,0.837055417700579,0.5476780433496852,0.840608875128999,0.62192628992629,0.8477138643067846,0.5543514606333197,0.9288874841972188,0.8816984984738087,9.035020915384825
9,0.33256505048260665,0.883248730964467,0.6395939086294417,0.8829471182412358,0.6216165160043927,0.887419954554844,0.6641170947622561,0.8951748841129372,0.6203461905410931,0.9391066160977665,0.8542413910908152,9.001705247133517
10,0.2889236186523564,0.8477157360406091,0.6446700507614214,0.8475232198142415,0.6332065205221792,0.8553804685880158,0.6797704447632712,0.8611462284028655,0.6506923810821862,0.934260429835651,0.8690690986056904,9.344023496366393
