epoch,train_loss,dev_type_acc,dev_severity_acc,dev_type_f1,dev_severity_f1,dev_type_prec,dev_severity_prec,dev_type_rec,dev_severity_rec,dev_type_auc,dev_severity_auc,dev_infer_ms
1,7.170394648676333,0.5531914893617021,0.723404255319149,0.4357647103879083,0.6639901925787571,0.4195551120324594,0.7420526701400195,0.4838597714467279,0.7218864468864469,0.8818085351790368,0.9537672399644376,7.32695295455608
2,4.424623316612797,0.6340425531914894,0.8808510638297873,0.5747123020360995,0.8676188565468745,0.5674989652532025,0.8456057278443222,0.6057610380219075,0.9004884004884005,0.9229363794859534,0.9662829073415309,7.201402745348342
3,3.5543786684672036,0.6595744680851063,0.851063829787234,0.6223554598785441,0.827699406901813,0.6650697469623301,0.8476811594202899,0.6561502414545892,0.8134920634920636,0.9393470761697884,0.9635515553277761,5.648447604889565
4,3.070017961488254,0.6638297872340425,0.8638297872340426,0.6135504269714795,0.843263445123052,0.6392187289460209,0.8184775921631727,0.6368221809526158,0.8849511599511599,0.9420925583032076,0.972929675604825,5.023246115826546
5,2.6423978632774907,0.7489361702127659,0.8893617021276595,0.6694616321970839,0.8676378748220599,0.6539152947081336,0.8498324145909896,0.7032861955905434,0.8998473748473748,0.9599126139094931,0.976060918936975,5.677086241701816
6,2.1452355523040327,0.7531914893617021,0.9276595744680851,0.695587326065326,0.9162637785772015,0.719914729352116,0.9239491549906109,0.7055321204451638,0.9097069597069597,0.9672966505157582,0.9845181884229897,7.272660478632501
7,1.9409696105597676,0.7021276595744681,0.9319148936170213,0.6116081462136249,0.9143126038460947,0.6162723550958844,0.9235787360787361,0.6499862098340359,0.9066849816849816,0.9542302526090187,0.9796524574630899,7.198238372802734
8,1.9073859833288884,0.7914893617021277,0.8936170212765957,0.7562953178428485,0.8708485825385543,0.8434154287405062,0.8593580943827913,0.7553440049961789,0.9101953601953602,0.970682411272074,0.9847210374090655,7.264196111800823
9,1.6550105913825657,0.7574468085106383,0.9063829787234042,0.687517840538408,0.910908105007484,0.690488455988456,0.9159170653907496,0.6915832162353902,0.9118437118437118,0.9576861221426556,0.9835221104879048,5.247034925095578
10,1.5539501948633057,0.7361702127659574,0.9063829787234042,0.7199748232145644,0.9055865633074935,0.7883051273529837,0.911633428300095,0.7327195702847876,0.9025030525030525,0.9572273059140478,0.9800859172994966,5.7215061593563
