epoch,train_loss,dev_modality_acc,dev_location_acc,dev_modality_f1,dev_location_f1,dev_modality_prec,dev_location_prec,dev_modality_rec,dev_location_rec,dev_modality_auc,dev_location_auc,dev_infer_ms
1,38.45299946344816,0.9593908629441624,0.7309644670050761,0.9586134453781512,0.5949344034573236,0.9574167190446261,0.5710346710346711,0.9600189633375474,0.6347662532370177,0.989148756847872,0.9055457681001169,5.332699887038488
2,24.93654587635627,0.9187817258883249,0.7868020304568528,0.918172377985462,0.7540887461656436,0.9171823432343233,0.7653106117326979,0.9261483354403708,0.7592544636772522,0.9769279393173199,0.9547413690220827,5.43806516579565
3,20.998356855832615,0.9238578680203046,0.8020304568527918,0.9198600602066553,0.7766078409203814,0.94140625,0.7833354136328964,0.9107142857142857,0.7739266730271228,0.9751369574378425,0.9400668049640284,5.411166224987979
4,19.145129368855404,0.9644670050761421,0.8121827411167513,0.963837096478116,0.7920038363931114,0.9621734587251829,0.8211866351891928,0.9659713442899284,0.7900676934260142,0.9860935524652339,0.947867995640394,5.283074935680718
5,17.9098369708428,0.9543147208121827,0.7461928934010152,0.9533727810650887,0.719452414749142,0.9527310924369747,0.7497245193391238,0.9540665823851664,0.7180318931443369,0.9699747155499368,0.9256621818224409,5.410771684598196
6,17.13085531271421,0.9086294416243654,0.8071065989847716,0.9079439252336449,0.8036847290640395,0.9070235148514851,0.8120968220968221,0.915771175726928,0.8192126663940756,0.9401601348504003,0.9517186715167716,5.479169981128673
7,16.522978892693153,0.9695431472081218,0.7766497461928934,0.9688685208596712,0.7256595434501809,0.9688685208596712,0.7901652496578919,0.9688685208596712,0.7382531461541956,0.9857774968394437,0.9462993257066813,5.304635478760385
8,15.762625960203318,0.9441624365482234,0.8223350253807107,0.9434572733202871,0.807820991853632,0.9411154882852997,0.8082157842157842,0.9482722292456806,0.8251460633319704,0.9747155499367888,0.9664851514707756,5.334419647449165
9,15.44135385293227,0.9593908629441624,0.8375634517766497,0.9586134453781512,0.8124133675515728,0.9574167190446261,0.8158697477053641,0.9600189633375474,0.8163545499977284,0.9839865149599663,0.9708374407049007,5.386137115168692
10,15.235184724514301,0.9695431472081218,0.8121827411167513,0.9685504469987228,0.7845098039215685,0.9747899159663865,0.8117150730265484,0.9642857142857143,0.7740488846485848,0.9863042562157607,0.9574493833019702,5.343017239255953
