epoch,train_loss,dev_type_acc,dev_severity_acc,dev_type_f1,dev_severity_f1,dev_type_prec,dev_severity_prec,dev_type_rec,dev_severity_rec,dev_type_auc,dev_severity_auc,dev_infer_ms
1,41.57697879404262,0.3659574468085106,0.8893617021276595,0.29988927583552444,0.801860744297719,0.4181527093596059,0.9198412698412698,0.29727730299469435,0.7669108669108669,0.7913946678865268,0.9831397890407781,4.58171824191479
2,30.276090926018313,0.6085106382978723,0.9063829787234042,0.5441136022186023,0.8922437278313614,0.558166111672243,0.8827107135046188,0.5791039144952188,0.9118437118437118,0.9197325683389576,0.9861381292959698,4.637930241036923
3,26.13969250001769,0.7021276595744681,0.9148936170212766,0.6036856740454043,0.862317331791016,0.6267842744487482,0.9377289377289376,0.6060419169549605,0.8244810744810745,0.9324307513452974,0.9861627214548089,5.235875921046481
4,23.40857247338779,0.7702127659574468,0.9106382978723404,0.6831277736399024,0.9032029559479384,0.6947689075630252,0.9148149513971692,0.6913173230999318,0.8950549450549451,0.9645166247199825,0.9876827126136831,4.643628952351023
5,21.656634316928145,0.6851063829787234,0.9234042553191489,0.626798297953883,0.9000125964736682,0.7327295597484277,0.9233268356075373,0.6042698511828947,0.8829365079365079,0.9459288061299995,0.9904178184576907,4.714053742429043
6,20.533409049545508,0.7531914893617021,0.9276595744680851,0.7181812865843393,0.9225200814789192,0.7649943595052291,0.9249664082687339,0.7145438631090805,0.9208180708180708,0.9391260427779324,0.9907725939948276,4.8153816385472075
7,19.517140360846035,0.7574468085106383,0.9234042553191489,0.7295763433184151,0.8930111390585699,0.8189028464331669,0.9144309301369059,0.7098437242350286,0.8762515262515262,0.9642500965181358,0.987307138164855,4.635991441442611
8,19.075076697529227,0.7446808510638298,0.9276595744680851,0.7171304295016463,0.9015445149166079,0.815946944988041,0.9303728070175438,0.6896556361773754,0.8807997557997558,0.9546142413616518,0.9872167527087164,4.851075436206574
9,18.64867039003234,0.8212765957446808,0.9276595744680851,0.7895427507387394,0.9123976709327799,0.8631055033494057,0.914953488372093,0.7757549845375932,0.9105921855921856,0.9589844390798437,0.9853255101699364,4.679519572156541
10,18.03138514532559,0.8127659574468085,0.9361702127659575,0.7955580396313636,0.9284777038730482,0.8346798474127667,0.9393340519822734,0.7873581060537582,0.9188034188034188,0.9524647004091488,0.9915371683288438,4.591268174191739
