teacher_test_modality_acc,teacher_test_location_acc,teacher_test_modality_f1,teacher_test_location_f1,teacher_test_modality_prec,teacher_test_location_prec,teacher_test_modality_rec,teacher_test_location_rec,teacher_test_modality_auc,teacher_test_location_auc,teacher_test_infer_ms,test_modality_acc,test_location_acc,test_modality_f1,test_location_f1,test_modality_prec,test_location_prec,test_modality_rec,test_location_rec,test_modality_auc,test_location_auc,test_infer_ms,test_modality_mcnemar_p,test_modality_mcnemar_b,test_modality_mcnemar_c,test_modality_mcnemar_method,test_location_mcnemar_p,test_location_mcnemar_b,test_location_mcnemar_c,test_location_mcnemar_method
0.915,0.775,0.9145191703331239,0.7541246496176074,0.9245524296675192,0.83087008781828,0.915,0.7414012720270743,0.9946,0.9208228781040122,35.666643381118774,0.965,0.815,0.9649921232277263,0.7930692322203358,0.9654188769892904,0.863058053058053,0.965,0.7616132279145758,0.9944,0.9307142916317488,6.332756280899048,0.0308837890625,4,14,exact-binomial,0.20048842206597328,11,19,exact-binomial
