teacher_test_type_acc,teacher_test_severity_acc,teacher_test_type_f1,teacher_test_severity_f1,teacher_test_type_prec,teacher_test_severity_prec,teacher_test_type_rec,teacher_test_severity_rec,teacher_test_type_auc,teacher_test_severity_auc,teacher_test_infer_ms,test_type_acc,test_severity_acc,test_type_f1,test_severity_f1,test_type_prec,test_severity_prec,test_type_rec,test_severity_rec,test_type_auc,test_severity_auc,test_infer_ms,test_type_mcnemar_p,test_type_mcnemar_b,test_type_mcnemar_c,test_type_mcnemar_method,test_severity_mcnemar_p,test_severity_mcnemar_b,test_severity_mcnemar_c,test_severity_mcnemar_method
0.8680851063829788,0.9148936170212766,0.8699762327048559,0.9105716074976247,0.8999887906460253,0.9056462056462057,0.8725439583543804,0.916904696259535,0.9870227599865136,0.9864750191484571,24.109139340989135,0.8468085106382979,0.9106382978723404,0.8062424192868344,0.8992094489268033,0.8744856493321966,0.8826086956521739,0.8056376348559853,0.9208638911864719,0.9873498158588561,0.9797576852860507,8.993352727687105,0.42435622215270996,15,10,exact-binomial,1.0,6,5,exact-binomial
