epoch,train_loss,dev_modality_acc,dev_location_acc,dev_modality_f1,dev_location_f1,dev_modality_prec,dev_location_prec,dev_modality_rec,dev_location_rec,dev_modality_auc,dev_location_auc,dev_infer_ms
1,1.511720739878141,0.8578680203045685,0.6548223350253807,0.8537645811240722,0.6087894076863304,0.8566239316239317,0.6598889017029946,0.8516645596291614,0.6009149970469311,0.905920775389802,0.8751513251143624,12.487853239030402
2,0.9456225447356701,0.7868020304568528,0.7309644670050761,0.7867965367965368,0.7069497653964643,0.8059606848446417,0.7180693581780538,0.8049936788874842,0.6990400254418245,0.9304677623261693,0.8783398468924506,12.45342293366563
3,0.576875751479887,0.8426395939086294,0.7360406091370558,0.835873041468462,0.7160829149064444,0.8468294299602298,0.7652698412698412,0.8307522123893805,0.6903252918995049,0.91645596291614,0.9164196324130506,5.128605111601389
4,0.3666117258835584,0.7614213197969543,0.6802030456852792,0.7613967272258729,0.658407296042764,0.7816542948038177,0.6724815134403024,0.7798145806995365,0.6606142383353777,0.9020227560050569,0.8982808554648894,4.824035663895196
5,0.27854151203512,0.7918781725888325,0.6751269035532995,0.7913405151256814,0.6601443788567132,0.7958582937409626,0.6743790298395561,0.8017804466919511,0.6593707691608741,0.9160345554150864,0.9082876137736193,4.897156342637116
6,0.23273447122818863,0.7918781725888325,0.6649746192893401,0.7916849353931861,0.6542276868642194,0.8004672897196261,0.684959366884582,0.8048356510745891,0.6501649175412293,0.8660977665402444,0.8937931079375149,12.579207492963917
7,0.1780509953118431,0.7969543147208121,0.7106598984771574,0.796529642635819,0.6848536611711629,0.8020057899090157,0.6984440117510419,0.8077328276443321,0.6915723956203716,0.9168773704171934,0.9160926666384668,12.57959961286051
8,0.16145381181223245,0.8121827411167513,0.7360406091370558,0.8114832535885168,0.7136540070664481,0.814253300330033,0.7354354677030027,0.8210071639275178,0.7067080096315479,0.9012852928782132,0.927285977010303,12.292168467177957
9,0.14302676675064363,0.7614213197969543,0.7258883248730964,0.7613229190833397,0.6891230001286928,0.785309829059829,0.7035453491741525,0.7813421828908554,0.6943519149516151,0.8879056047197641,0.9262735605999513,12.037740746125353
10,0.11918349646013947,0.8629441624365483,0.7411167512690355,0.8615168319925017,0.7052571637561098,0.8599565756823822,0.7061802432117275,0.8667825537294565,0.7127145518150015,0.9349978929624947,0.9245704472198328,12.240530875733661
