epoch,train_loss,dev_modality_acc,dev_location_acc,dev_modality_f1,dev_location_f1,dev_modality_prec,dev_location_prec,dev_modality_rec,dev_location_rec,dev_modality_auc,dev_location_auc,dev_infer_ms
1,1.5827017340522547,0.8781725888324873,0.5025380710659898,0.8767723102585487,0.3564472643140255,0.8749482401656314,0.5008130081300812,0.8815844922039613,0.42279133160692384,0.9712389380530974,0.8559784400147649,6.125923340695763
2,1.197033557181175,0.949238578680203,0.6548223350253807,0.9473824786324787,0.5335391215188979,0.9562309699869509,0.5321088435374149,0.9420037926675096,0.5709436190995412,0.9820901812052255,0.8747179081589789,19.451112311503607
3,1.0572406652455146,0.8781725888324873,0.6548223350253807,0.8767723102585487,0.49961652703932824,0.8749482401656314,0.5221169495466171,0.8815844922039613,0.5521157603016673,0.9583860092709651,0.8727468018326231,19.28845879995278
4,0.9083249169903306,0.8375634517766497,0.6192893401015228,0.8374587458745875,0.5685471583585443,0.8478984602580109,0.6926660668765933,0.8522966708807416,0.5568524828494843,0.9501685630004215,0.8916056352987651,19.82314453512279
5,0.8522976694198755,0.9137055837563451,0.6700507614213198,0.9095964367660954,0.5346525252525253,0.926391683433937,0.5266551856104095,0.9018647281921618,0.562745899777384,0.966708807416772,0.8876459682950422,20.213843602214368
6,0.7404090916881194,0.9441624365482234,0.649746192893401,0.9420045497122976,0.5295965238332068,0.9523497267759563,0.5648801742919389,0.9360514117151285,0.5445917950115851,0.9845132743362832,0.8960699083156299,8.042124927346476
7,0.6489163124217436,0.9390862944162437,0.6243654822335025,0.9379201680672269,0.5470106198790616,0.9367798030588728,0.5715214866434378,0.9392646439106616,0.5581232111217119,0.9729245680573114,0.8727407546056188,19.113654412593938
8,0.5992164716411096,0.8984771573604061,0.5177664974619289,0.8962284028655709,0.44994088568322654,0.8962284028655709,0.6507205387205388,0.8962284028655709,0.47084048884648577,0.9746101980615255,0.8462406243445821,20.228146296467273
9,0.5454312972008035,0.9137055837563451,0.6142131979695431,0.9129790827595168,0.5167859142052691,0.9116099071207431,0.5389816098383514,0.9201959544879899,0.5447085548135023,0.9835651074589128,0.8823213013807845,19.571349100413055
10,0.4930271100646888,0.949238578680203,0.6446700507614214,0.9475840783312047,0.5590981004423627,0.9535660418013359,0.6468055555555555,0.9435313948588284,0.5760115396847032,0.9810366624525917,0.8847246311135961,20.125594841042147
