epoch,train_loss,dev_modality_acc,dev_location_acc,dev_modality_f1,dev_location_f1,dev_modality_prec,dev_location_prec,dev_modality_rec,dev_location_rec,dev_modality_auc,dev_location_auc,dev_infer_ms
1,3.948858210673699,0.9137055837563451,0.6294416243654822,0.9132675523787326,0.5364294821705753,0.9140898783755926,0.5813022765517107,0.9232511588706279,0.5727095543137521,0.9874631268436578,0.8875525247357207,6.308056981430441
2,2.467734311635678,0.9644670050761421,0.7715736040609137,0.9633760922104481,0.7128005743884424,0.9682471572623901,0.7583509062776305,0.9598609355246523,0.6918627050111308,0.9889380530973451,0.9250462366831442,6.142509770272347
3,1.7400948519890125,0.9644670050761421,0.5786802030456852,0.9633760922104481,0.5415529154377657,0.9682471572623901,0.6725879917184265,0.9598609355246523,0.553605924310572,0.9878845343447114,0.8787227345229592,7.804392558063952
4,1.3903031698786295,0.9441624365482234,0.8020304568527918,0.9434572733202871,0.7615439915301219,0.9411154882852997,0.7789236812570146,0.9482722292456806,0.7580123574576347,0.9826169405815424,0.954496090467711,6.123531893425182
5,1.0948086607341583,0.9796954314720813,0.7868020304568528,0.9791798774043543,0.7660287420476417,0.9808589607635207,0.7953307072338601,0.9777180783817951,0.7581550134023897,0.9874631268436578,0.9600257603422081,6.311518286690494
6,1.004040632970058,0.9847715736040609,0.7918781725888325,0.9844575936883629,0.7655188853176781,0.9837710084033613,0.7695522898154478,0.9851980615254952,0.7783467357230476,0.9849346818373367,0.9558587750000719,6.650398225348613
7,0.8552854118438867,0.9543147208121827,0.868020304568528,0.9525491770373344,0.8192512407500965,0.9631147540983607,0.8179046606415028,0.9464285714285714,0.8226364090681931,0.9827749683944373,0.9543571379752211,6.532330198336374
8,0.8045852849116693,0.9847715736040609,0.8121827411167513,0.9844100345564377,0.7658020778584216,0.9852039737898963,0.7742854606894015,0.9836704593341761,0.7706006087865159,0.9895701643489254,0.9456923792683483,6.703853607177734
9,0.7739590624204049,0.9695431472081218,0.8020304568527918,0.9687698161065315,0.7521413590368249,0.9704135737009544,0.8110543045814363,0.9673409186683523,0.7566194175639452,0.9860408765276023,0.9330356892545517,5.6516991048900005
10,0.6596542169841436,0.9796954314720813,0.8274111675126904,0.9793067226890756,0.7874294787338266,0.9780536350303792,0.7944687028657617,0.9807732827644332,0.7965771659624734,0.9840918668352296,0.9612605693089392,7.885699344770557
