epoch,train_loss,dev_type_acc,dev_severity_acc,dev_type_f1,dev_severity_f1,dev_type_prec,dev_severity_prec,dev_type_rec,dev_severity_rec,dev_type_auc,dev_severity_auc,dev_infer_ms
1,39.765545831210375,0.4765957446808511,0.8553191489361702,0.3175500756074527,0.8229147154817653,0.38119542171867754,0.8110275529496739,0.3667630951109212,0.8594322344322345,0.8591836333771858,0.9667461673988565,4.545523257965737
2,29.3379119651905,0.6382978723404256,0.8680851063829788,0.5597156785969327,0.8672856037007488,0.5889248233618251,0.8963190046767661,0.598911249346032,0.8566544566544567,0.9149063300444128,0.9770671179985007,4.590514365662919
3,25.699376230654508,0.6425531914893617,0.8936170212765957,0.5687146321129617,0.8832161964409181,0.6348316839797571,0.9020919567868368,0.6063013073882639,0.8701770451770452,0.9222442980554323,0.9836447781713596,4.48608601346929
4,23.422524576601774,0.6638297872340425,0.8553191489361702,0.6411464641954134,0.8679130884853863,0.6751617327193908,0.9122304122304122,0.6376585643107382,0.8465506715506715,0.9542667564372003,0.9819096303106193,4.496998482562126
5,21.908562839895055,0.7021276595744681,0.9191489361702128,0.6354729651899463,0.9032554409569847,0.8029433339446177,0.8880992758889876,0.6258542781151476,0.9246031746031745,0.9299382223010992,0.9894719406639867,5.18201564220672
6,20.451302486917246,0.7829787234042553,0.9191489361702128,0.7027758085430719,0.9163964520222866,0.7140684865900384,0.9263824081523196,0.7065209009556835,0.9094627594627595,0.9587354102670611,0.9802130260928942,4.496976162524933
7,19.642099242279496,0.7489361702127659,0.9276595744680851,0.7168902168493894,0.9148188647915275,0.7675069617289731,0.9348295035068291,0.7177248705074792,0.8985958485958486,0.9578674905626257,0.9830874935140338,5.058223643201464
8,19.51236111184825,0.7914893617021277,0.9106382978723404,0.7491122092383319,0.8926181065311499,0.7824749276830684,0.9371345029239766,0.7433623051449137,0.8626068376068377,0.9693208950338615,0.9808149011126551,4.516137914454683
9,18.67360314078953,0.7574468085106383,0.9276595744680851,0.782642587023118,0.9160290224531816,0.8375345265331381,0.9251315562456867,0.7713754091580178,0.9088217338217338,0.9677391420508357,0.9890835131624334,4.521438923287899
10,18.03020668029785,0.8297872340425532,0.9191489361702128,0.8260303743602713,0.8965170346078595,0.8473603359223316,0.889911122469262,0.8218001583218975,0.9108363858363858,0.9719788584685226,0.9888328447735,4.551213852902676
