teacher_test_type_acc,teacher_test_severity_acc,teacher_test_type_f1,teacher_test_severity_f1,teacher_test_type_prec,teacher_test_severity_prec,teacher_test_type_rec,teacher_test_severity_rec,teacher_test_type_auc,teacher_test_severity_auc,teacher_test_infer_ms,test_type_acc,test_severity_acc,test_type_f1,test_severity_f1,test_type_prec,test_severity_prec,test_type_rec,test_severity_rec,test_type_auc,test_severity_auc,test_infer_ms,test_type_mcnemar_p,test_type_mcnemar_b,test_type_mcnemar_c,test_type_mcnemar_method,test_severity_mcnemar_p,test_severity_mcnemar_b,test_severity_mcnemar_c,test_severity_mcnemar_method
0.8680851063829788,0.9148936170212766,0.8699762327048559,0.9105716074976247,0.8999887906460253,0.9056462056462057,0.8725439583543804,0.916904696259535,0.9870227599865136,0.9864750191484571,21.11761823613593,0.8127659574468085,0.9191489361702128,0.8326803780230889,0.9232446176740671,0.8549466719784254,0.927595669536251,0.8250823625120299,0.9197536991085378,0.9824551743973695,0.9822270298034627,5.191299763131649,0.07245426016254441,29,16,exact-binomial,1.0,7,8,exact-binomial
